geoid,name,B19301001,"B19301001, Error"
14000US06037239310,"Census Tract 2393.10, Los Angeles, CA",11332,1390
14000US06037239320,"Census Tract 2393.20, Los Angeles, CA",12633,1424
14000US06037239330,"Census Tract 2393.30, Los Angeles, CA",13732,2174
14000US06037239501,"Census Tract 2395.01, Los Angeles, CA",14179,1826
14000US06037239502,"Census Tract 2395.02, Los Angeles, CA",13193,1643
14000US06037239601,"Census Tract 2396.01, Los Angeles, CA",13622,1679
14000US06037239602,"Census Tract 2396.02, Los Angeles, CA",11420,1559
14000US06037239701,"Census Tract 2397.01, Los Angeles, CA",12317,2410
14000US06037239702,"Census Tract 2397.02, Los Angeles, CA",12170,1489
14000US06037239801,"Census Tract 2398.01, Los Angeles, CA",15308,2128
14000US06037239802,"Census Tract 2398.02, Los Angeles, CA",14833,2053
14000US06037240010,"Census Tract 2400.10, Los Angeles, CA",12127,1729
14000US06037240020,"Census Tract 2400.20, Los Angeles, CA",13859,1975
14000US06037240200,"Census Tract 2402, Los Angeles, CA",13331,1596
14000US06037240300,"Census Tract 2403, Los Angeles, CA",13839,2616
14000US06037240401,"Census Tract 2404.01, Los Angeles, CA",13792,1724
14000US06037240402,"Census Tract 2404.02, Los Angeles, CA",18410,2967
14000US06037240500,"Census Tract 2405, Los Angeles, CA",15031,3111
14000US06037240600,"Census Tract 2406, Los Angeles, CA",12887,1545
14000US06037240700,"Census Tract 2407, Los Angeles, CA",17266,1976
14000US06037240800,"Census Tract 2408, Los Angeles, CA",15227,1794
14000US06037240900,"Census Tract 2409, Los Angeles, CA",16004,4429
14000US06037241001,"Census Tract 2410.01, Los Angeles, CA",15756,2500
14000US06037241002,"Census Tract 2410.02, Los Angeles, CA",16435,2353
14000US06037241110,"Census Tract 2411.10, Los Angeles, CA",13915,1530
14000US06037241120,"Census Tract 2411.20, Los Angeles, CA",14762,2424
14000US06037241201,"Census Tract 2412.01, Los Angeles, CA",18778,2240
14000US06037241202,"Census Tract 2412.02, Los Angeles, CA",17500,3726
14000US06037241300,"Census Tract 2413, Los Angeles, CA",17765,2161
14000US06037241400,"Census Tract 2414, Los Angeles, CA",13868,1819
14000US06037242000,"Census Tract 2420, Los Angeles, CA",12883,1601
14000US06037242100,"Census Tract 2421, Los Angeles, CA",8213,2937
14000US06037242200,"Census Tract 2422, Los Angeles, CA",10237,1298
14000US06037242300,"Census Tract 2423, Los Angeles, CA",11347,2862
14000US06037242600,"Census Tract 2426, Los Angeles, CA",8079,1419
14000US06037242700,"Census Tract 2427, Los Angeles, CA",13766,1774
14000US06037243000,"Census Tract 2430, Los Angeles, CA",12961,1299
14000US06037243100,"Census Tract 2431, Los Angeles, CA",9546,1012
14000US06037261101,"Census Tract 2611.01, Los Angeles, CA",121396,18472
14000US06037261102,"Census Tract 2611.02, Los Angeles, CA",119511,21380
14000US06037261200,"Census Tract 2612, Los Angeles, CA",118379,24592
14000US06037262100,"Census Tract 2621, Los Angeles, CA",157392,36180
14000US06037262200,"Census Tract 2622, Los Angeles, CA",113052,16406
14000US06037262301,"Census Tract 2623.01, Los Angeles, CA",112473,19270
14000US06037262302,"Census Tract 2623.02, Los Angeles, CA",126682,20963
14000US06037262303,"Census Tract 2623.03, Los Angeles, CA",145640,18919
14000US06037262400,"Census Tract 2624, Los Angeles, CA",154212,25763
14000US06037262501,"Census Tract 2625.01, Los Angeles, CA",120937,14660
14000US06037262601,"Census Tract 2626.01, Los Angeles, CA",136630,17567
14000US06037262604,"Census Tract 2626.04, Los Angeles, CA",129807,18503
14000US06037262704,"Census Tract 2627.04, Los Angeles, CA",101170,16453
14000US06037262706,"Census Tract 2627.06, Los Angeles, CA",140246,23100
14000US06037262802,"Census Tract 2628.02, Los Angeles, CA",152977,24292
14000US06037264000,"Census Tract 2640, Los Angeles, CA",142625,24758
14000US06037264102,"Census Tract 2641.02, Los Angeles, CA",81893,10169
14000US06037264103,"Census Tract 2641.03, Los Angeles, CA",73967,10090
14000US06037264301,"Census Tract 2643.01, Los Angeles, CA",75633,9305
14000US06037264302,"Census Tract 2643.02, Los Angeles, CA",84763,15541
14000US06037265100,"Census Tract 2651, Los Angeles, CA",126432,25177
14000US06037265201,"Census Tract 2652.01, Los Angeles, CA",80744,23275
14000US06037265202,"Census Tract 2652.02, Los Angeles, CA",74408,22937
14000US06037265301,"Census Tract 2653.01, Los Angeles, CA",10466,969
14000US06037265303,"Census Tract 2653.03, Los Angeles, CA",16955,3796
14000US06037265304,"Census Tract 2653.04, Los Angeles, CA",12772,2955
14000US06037265305,"Census Tract 2653.05, Los Angeles, CA",18620,3554
14000US06037265410,"Census Tract 2654.10, Los Angeles, CA",78575,12175
14000US06037265420,"Census Tract 2654.20, Los Angeles, CA",144799,24427
14000US06037265510,"Census Tract 2655.10, Los Angeles, CA",44122,10273
14000US06037265520,"Census Tract 2655.20, Los Angeles, CA",59719,9028
14000US06037265601,"Census Tract 2656.01, Los Angeles, CA",65783,15258
14000US06037265602,"Census Tract 2656.02, Los Angeles, CA",99196,28539
14000US06037265700,"Census Tract 2657, Los Angeles, CA",77464,15014
14000US06037267100,"Census Tract 2671, Los Angeles, CA",77440,16002
14000US06037267200,"Census Tract 2672, Los Angeles, CA",52985,8576
14000US06037267300,"Census Tract 2673, Los Angeles, CA",44462,7809
14000US06037267402,"Census Tract 2674.02, Los Angeles, CA",62345,7032
14000US06037267403,"Census Tract 2674.03, Los Angeles, CA",54644,7058
14000US06037267404,"Census Tract 2674.04, Los Angeles, CA",54933,7728
14000US06037267501,"Census Tract 2675.01, Los Angeles, CA",51616,8268
14000US06037267502,"Census Tract 2675.02, Los Angeles, CA",50851,7444
14000US06037267600,"Census Tract 2676, Los Angeles, CA",47775,11353
14000US06037267700,"Census Tract 2677, Los Angeles, CA",61745,6364
14000US06037267800,"Census Tract 2678, Los Angeles, CA",66058,10185
14000US06037267901,"Census Tract 2679.01, Los Angeles, CA",129379,31434
14000US06037267902,"Census Tract 2679.02, Los Angeles, CA",89150,12680
14000US06037269000,"Census Tract 2690, Los Angeles, CA",96237,15867
14000US06037269100,"Census Tract 2691, Los Angeles, CA",60326,8441
14000US06037269300,"Census Tract 2693, Los Angeles, CA",92285,10894
14000US06037269500,"Census Tract 2695, Los Angeles, CA",101040,14484
14000US06037269601,"Census Tract 2696.01, Los Angeles, CA",24031,3277
14000US06037269602,"Census Tract 2696.02, Los Angeles, CA",34377,6055
14000US06037269700,"Census Tract 2697, Los Angeles, CA",61923,9313
14000US06037269800,"Census Tract 2698, Los Angeles, CA",54191,6718
14000US06037269903,"Census Tract 2699.03, Los Angeles, CA",42997,5421
14000US06037269904,"Census Tract 2699.04, Los Angeles, CA",45136,6014
14000US06037269905,"Census Tract 2699.05, Los Angeles, CA",50160,4792
14000US06037269906,"Census Tract 2699.06, Los Angeles, CA",52640,5723
14000US06037269907,"Census Tract 2699.07, Los Angeles, CA",49341,4681
14000US06037270100,"Census Tract 2701, Los Angeles, CA",48954,7902
14000US06037270200,"Census Tract 2702, Los Angeles, CA",40392,6841
14000US06037270300,"Census Tract 2703, Los Angeles, CA",43324,5446
14000US06037271100,"Census Tract 2711, Los Angeles, CA",64000,11706
14000US06037271200,"Census Tract 2712, Los Angeles, CA",41464,7332
14000US06037271300,"Census Tract 2713, Los Angeles, CA",70113,8868
14000US06037271400,"Census Tract 2714, Los Angeles, CA",64702,10551
14000US06037271500,"Census Tract 2715, Los Angeles, CA",63288,9969
14000US06037271600,"Census Tract 2716, Los Angeles, CA",49150,7428
14000US06037271701,"Census Tract 2717.01, Los Angeles, CA",50409,5211
14000US06037271702,"Census Tract 2717.02, Los Angeles, CA",42040,5014
14000US06037271801,"Census Tract 2718.01, Los Angeles, CA",44649,7393
14000US06037271802,"Census Tract 2718.02, Los Angeles, CA",45515,5629
14000US06037271901,"Census Tract 2719.01, Los Angeles, CA",57917,9545
14000US06037271902,"Census Tract 2719.02, Los Angeles, CA",52530,7763
14000US06037272100,"Census Tract 2721, Los Angeles, CA",55012,6138
14000US06037272201,"Census Tract 2722.01, Los Angeles, CA",33693,4554
14000US06037272202,"Census Tract 2722.02, Los Angeles, CA",50632,16549
14000US06037272301,"Census Tract 2723.01, Los Angeles, CA",46411,5182
14000US06037272302,"Census Tract 2723.02, Los Angeles, CA",37759,5593
14000US06037273100,"Census Tract 2731, Los Angeles, CA",77945,8667
14000US06037273200,"Census Tract 2732, Los Angeles, CA",70980,9901
14000US06037273300,"Census Tract 2733, Los Angeles, CA",63333,15280
14000US06037273402,"Census Tract 2734.02, Los Angeles, CA",127107,41093
14000US06037273502,"Census Tract 2735.02, Los Angeles, CA",70143,10064
14000US06037273600,"Census Tract 2736, Los Angeles, CA",82905,13790
14000US06037273700,"Census Tract 2737, Los Angeles, CA",67377,9023
14000US06037273800,"Census Tract 2738, Los Angeles, CA",65509,7303
14000US06037273902,"Census Tract 2739.02, Los Angeles, CA",102938,15264
14000US06037274100,"Census Tract 2741, Los Angeles, CA",80308,18674
14000US06037274202,"Census Tract 2742.02, Los Angeles, CA",105776,22465
14000US06037275101,"Census Tract 2751.01, Los Angeles, CA",44233,6358
14000US06037275102,"Census Tract 2751.02, Los Angeles, CA",26306,4243
14000US06037275200,"Census Tract 2752, Los Angeles, CA",43563,6743
14000US06037275302,"Census Tract 2753.02, Los Angeles, CA",61978,7674
14000US06037275311,"Census Tract 2753.11, Los Angeles, CA",46515,6165
14000US06037275400,"Census Tract 2754, Los Angeles, CA",84409,8823
14000US06037275500,"Census Tract 2755, Los Angeles, CA",25384,3795
14000US06037275602,"Census Tract 2756.02, Los Angeles, CA",91005,9990
14000US06037275603,"Census Tract 2756.03, Los Angeles, CA",54477,8211
14000US06037276000,"Census Tract 2760, Los Angeles, CA",70910,6580
14000US06037276100,"Census Tract 2761, Los Angeles, CA",45966,5466
14000US06037276400,"Census Tract 2764, Los Angeles, CA",71906,9112
14000US06037276500,"Census Tract 2765, Los Angeles, CA",24151,3375
14000US06037276601,"Census Tract 2766.01, Los Angeles, CA",82116,13346
14000US06037276603,"Census Tract 2766.03, Los Angeles, CA",63890,7983
14000US06037276604,"Census Tract 2766.04, Los Angeles, CA",55738,8156
14000US06037277000,"Census Tract 2770, Los Angeles, CA",83023,14673
14000US06037277100,"Census Tract 2771, Los Angeles, CA",53370,7697
14000US06037277200,"Census Tract 2772, Los Angeles, CA",34238,4311
14000US06037277400,"Census Tract 2774, Los Angeles, CA",19863,3951
14000US06037278001,"Census Tract 2780.01, Los Angeles, CA",47939,5160
14000US06037278102,"Census Tract 2781.02, Los Angeles, CA",117999,20928
14000US06037291110,"Census Tract 2911.10, Los Angeles, CA",20907,3987
14000US06037291120,"Census Tract 2911.20, Los Angeles, CA",19656,2560
14000US06037291130,"Census Tract 2911.30, Los Angeles, CA",22392,2452
14000US06037291210,"Census Tract 2912.10, Los Angeles, CA",22675,3186
14000US06037291220,"Census Tract 2912.20, Los Angeles, CA",26179,7198
14000US06037291300,"Census Tract 2913, Los Angeles, CA",36330,3711
14000US06037292000,"Census Tract 2920, Los Angeles, CA",18945,2610
14000US06037293201,"Census Tract 2932.01, Los Angeles, CA",25699,2831
14000US06037293202,"Census Tract 2932.02, Los Angeles, CA",17051,1883
14000US06037293301,"Census Tract 2933.01, Los Angeles, CA",37583,4865
14000US06037293302,"Census Tract 2933.02, Los Angeles, CA",33148,5844
14000US06037293304,"Census Tract 2933.04, Los Angeles, CA",24748,2750
14000US06037293306,"Census Tract 2933.06, Los Angeles, CA",39061,3774
14000US06037293307,"Census Tract 2933.07, Los Angeles, CA",25398,3830
14000US06037294110,"Census Tract 2941.10, Los Angeles, CA",19667,2466
14000US06037294120,"Census Tract 2941.20, Los Angeles, CA",16179,3590
14000US06037294200,"Census Tract 2942, Los Angeles, CA",23447,2720
14000US06037294301,"Census Tract 2943.01, Los Angeles, CA",24737,2840
14000US06037294302,"Census Tract 2943.02, Los Angeles, CA",19320,2074
14000US06037294410,"Census Tract 2944.10, Los Angeles, CA",22934,4492
14000US06037294421,"Census Tract 2944.21, Los Angeles, CA",22687,3386
14000US06037294510,"Census Tract 2945.10, Los Angeles, CA",14399,2111
14000US06037294520,"Census Tract 2945.20, Los Angeles, CA",17944,1974
14000US06037294610,"Census Tract 2946.10, Los Angeles, CA",19675,3577
14000US06037294620,"Census Tract 2946.20, Los Angeles, CA",15772,2236
14000US06037294701,"Census Tract 2947.01, Los Angeles, CA",15636,2205
14000US06037294810,"Census Tract 2948.10, Los Angeles, CA",14270,1456
14000US06037294820,"Census Tract 2948.20, Los Angeles, CA",14575,2438
14000US06037294830,"Census Tract 2948.30, Los Angeles, CA",14643,1568
14000US06037294900,"Census Tract 2949, Los Angeles, CA",15491,2092
14000US06037295103,"Census Tract 2951.03, Los Angeles, CA",54654,4243
14000US06037296210,"Census Tract 2962.10, Los Angeles, CA",16645,2237
14000US06037296220,"Census Tract 2962.20, Los Angeles, CA",24111,5728
14000US06037296300,"Census Tract 2963, Los Angeles, CA",40284,4618
14000US06037296401,"Census Tract 2964.01, Los Angeles, CA",46269,6399
14000US06037296402,"Census Tract 2964.02, Los Angeles, CA",39347,3540
14000US06037296500,"Census Tract 2965, Los Angeles, CA",23022,5075
14000US06037296600,"Census Tract 2966, Los Angeles, CA",24015,5406
14000US06037296901,"Census Tract 2969.01, Los Angeles, CA",22712,3103
14000US06037296902,"Census Tract 2969.02, Los Angeles, CA",30743,4928
14000US06037297000,"Census Tract 2970, Los Angeles, CA",53969,7257
14000US06037297110,"Census Tract 2971.10, Los Angeles, CA",20759,3201
14000US06037297120,"Census Tract 2971.20, Los Angeles, CA",26693,3857
14000US06037297201,"Census Tract 2972.01, Los Angeles, CA",24112,3674
14000US06037297202,"Census Tract 2972.02, Los Angeles, CA",37121,6038
14000US06037297300,"Census Tract 2973, Los Angeles, CA",44790,8328
14000US06037297400,"Census Tract 2974, Los Angeles, CA",54972,8050
14000US06037297500,"Census Tract 2975, Los Angeles, CA",64023,11567
14000US06037297601,"Census Tract 2976.01, Los Angeles, CA",32186,6145
14000US06037297602,"Census Tract 2976.02, Los Angeles, CA",42294,5716
14000US06037701100,"Census Tract 7011, Los Angeles, CA",12975,2352
14000US06037930200,"Census Tract 9302, Los Angeles, CA",38124,13643
14000US06037980008,"Census Tract 9800.08, Los Angeles, CA",,
14000US06037980009,"Census Tract 9800.09, Los Angeles, CA",25340,25275
14000US06037980010,"Census Tract 9800.10, Los Angeles, CA",30362,16873
14000US06037980014,"Census Tract 9800.14, Los Angeles, CA",,
14000US06037980015,"Census Tract 9800.15, Los Angeles, CA",39239,8388
14000US06037980019,"Census Tract 9800.19, Los Angeles, CA",107146,34163
14000US06037980020,"Census Tract 9800.20, Los Angeles, CA",,
14000US06037980021,"Census Tract 9800.21, Los Angeles, CA",28094,11430
14000US06037980022,"Census Tract 9800.22, Los Angeles, CA",,
14000US06037980023,"Census Tract 9800.23, Los Angeles, CA",,
14000US06037980024,"Census Tract 9800.24, Los Angeles, CA",55621,13470
14000US06037980026,"Census Tract 9800.26, Los Angeles, CA",14642,17593
14000US06037980028,"Census Tract 9800.28, Los Angeles, CA",,
14000US06037980031,"Census Tract 9800.31, Los Angeles, CA",9255,6115
14000US06037990200,"Census Tract 9902, Los Angeles, CA",,
16000US0644000,"Los Angeles, CA",35261,271
